cohort,outcome,percentile_threshold,group_kind,group_value,status,reason,n_outcome_valid,n_in_top,n_group_total,pct_of_top,pct_of_sample,representation_ratio,threshold_value,source_data
nlsy97,net_worth,90,race,BLACK,computed,,5297,53,1402,0.099812,0.264678,0.3771,173500.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,net_worth,90,race,HISPANIC,computed,,5297,67,1050,0.126177,0.198225,0.6365,173500.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,net_worth,90,race,"NON-BLACK, NON-HISPANIC",computed,,5297,411,2845,0.774011,0.537096,1.4411,173500.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,net_worth,90,sex,male,computed,,5297,280,2682,0.527307,0.506324,1.0414,173500.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,net_worth,90,sex,female,computed,,5297,251,2615,0.472693,0.493676,0.9575,173500.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,net_worth,90,race_sex,BLACK|male,computed,,5297,23,668,0.043315,0.126109,0.3435,173500.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,net_worth,90,race_sex,BLACK|female,computed,,5297,30,734,0.056497,0.138569,0.4077,173500.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,net_worth,90,race_sex,HISPANIC|male,computed,,5297,36,534,0.067797,0.100812,0.6725,173500.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,net_worth,90,race_sex,HISPANIC|female,computed,,5297,31,516,0.05838,0.097414,0.5993,173500.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,net_worth,90,race_sex,"NON-BLACK, NON-HISPANIC|male",computed,,5297,221,1480,0.416196,0.279403,1.4896,173500.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,net_worth,90,race_sex,"NON-BLACK, NON-HISPANIC|female",computed,,5297,190,1365,0.357815,0.257693,1.3885,173500.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,net_worth,99,race,BLACK,computed,,5297,3,1402,0.041667,0.264678,0.1574,600000.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,net_worth,99,race,HISPANIC,computed,,5297,5,1050,0.069444,0.198225,0.3503,600000.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,net_worth,99,race,"NON-BLACK, NON-HISPANIC",computed,,5297,64,2845,0.888889,0.537096,1.655,600000.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,net_worth,99,sex,male,computed,,5297,28,2682,0.388889,0.506324,0.7681,600000.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,net_worth,99,sex,female,computed,,5297,44,2615,0.611111,0.493676,1.2379,600000.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,net_worth,99,race_sex,BLACK|male,computed,,5297,0,668,0.0,0.126109,0.0,600000.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,net_worth,99,race_sex,BLACK|female,computed,,5297,3,734,0.041667,0.138569,0.3007,600000.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,net_worth,99,race_sex,HISPANIC|male,computed,,5297,2,534,0.027778,0.100812,0.2755,600000.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,net_worth,99,race_sex,HISPANIC|female,computed,,5297,3,516,0.041667,0.097414,0.4277,600000.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,net_worth,99,race_sex,"NON-BLACK, NON-HISPANIC|male",computed,,5297,26,1480,0.361111,0.279403,1.2924,600000.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,net_worth,99,race_sex,"NON-BLACK, NON-HISPANIC|female",computed,,5297,38,1365,0.527778,0.257693,2.0481,600000.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,education_years,90,race,BLACK,computed,,6921,221,1757,0.203499,0.253865,0.8016,18.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,education_years,90,race,HISPANIC,computed,,6921,143,1328,0.131676,0.19188,0.6862,18.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,education_years,90,race,"NON-BLACK, NON-HISPANIC",computed,,6921,722,3836,0.664825,0.554255,1.1995,18.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,education_years,90,sex,male,computed,,6921,429,3496,0.395028,0.505129,0.782,18.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,education_years,90,sex,female,computed,,6921,657,3425,0.604972,0.494871,1.2225,18.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,education_years,90,race_sex,BLACK|male,computed,,6921,58,846,0.053407,0.122237,0.4369,18.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,education_years,90,race_sex,BLACK|female,computed,,6921,163,911,0.150092,0.131628,1.1403,18.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,education_years,90,race_sex,HISPANIC|male,computed,,6921,62,674,0.05709,0.097385,0.5862,18.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,education_years,90,race_sex,HISPANIC|female,computed,,6921,81,654,0.074586,0.094495,0.7893,18.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,education_years,90,race_sex,"NON-BLACK, NON-HISPANIC|male",computed,,6921,309,1976,0.28453,0.285508,0.9966,18.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,education_years,90,race_sex,"NON-BLACK, NON-HISPANIC|female",computed,,6921,413,1860,0.380295,0.268747,1.4151,18.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,education_years,99,race,BLACK,computed,,6921,91,1757,0.232143,0.253865,0.9144,20.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,education_years,99,race,HISPANIC,computed,,6921,48,1328,0.122449,0.19188,0.6382,20.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,education_years,99,race,"NON-BLACK, NON-HISPANIC",computed,,6921,253,3836,0.645408,0.554255,1.1645,20.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,education_years,99,sex,male,computed,,6921,143,3496,0.364796,0.505129,0.7222,20.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,education_years,99,sex,female,computed,,6921,249,3425,0.635204,0.494871,1.2836,20.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,education_years,99,race_sex,BLACK|male,computed,,6921,20,846,0.05102,0.122237,0.4174,20.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,education_years,99,race_sex,BLACK|female,computed,,6921,71,911,0.181122,0.131628,1.376,20.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,education_years,99,race_sex,HISPANIC|male,computed,,6921,23,674,0.058673,0.097385,0.6025,20.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,education_years,99,race_sex,HISPANIC|female,computed,,6921,25,654,0.063776,0.094495,0.6749,20.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,education_years,99,race_sex,"NON-BLACK, NON-HISPANIC|male",computed,,6921,100,1976,0.255102,0.285508,0.8935,20.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,education_years,99,race_sex,"NON-BLACK, NON-HISPANIC|female",computed,,6921,153,1860,0.390306,0.268747,1.4523,20.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,earnings,90,race,BLACK,computed,,4237,58,1038,0.130045,0.244985,0.5308,120000.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,earnings,90,race,HISPANIC,computed,,4237,61,815,0.136771,0.192353,0.711,120000.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,earnings,90,race,"NON-BLACK, NON-HISPANIC",computed,,4237,327,2384,0.733184,0.562662,1.3031,120000.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,earnings,90,sex,male,computed,,4237,305,2123,0.683857,0.501062,1.3648,120000.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,earnings,90,sex,female,computed,,4237,141,2114,0.316143,0.498938,0.6336,120000.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,earnings,90,race_sex,BLACK|male,computed,,4237,29,454,0.065022,0.107151,0.6068,120000.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,earnings,90,race_sex,BLACK|female,computed,,4237,29,584,0.065022,0.137833,0.4717,120000.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,earnings,90,race_sex,HISPANIC|male,computed,,4237,40,413,0.089686,0.097475,0.9201,120000.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,earnings,90,race_sex,HISPANIC|female,computed,,4237,21,402,0.047085,0.094878,0.4963,120000.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,earnings,90,race_sex,"NON-BLACK, NON-HISPANIC|male",computed,,4237,236,1256,0.529148,0.296436,1.785,120000.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,earnings,90,race_sex,"NON-BLACK, NON-HISPANIC|female",computed,,4237,91,1128,0.204036,0.266226,0.7664,120000.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,earnings,99,race,BLACK,computed,,4237,13,1038,0.144444,0.244985,0.5896,380288.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,earnings,99,race,HISPANIC,computed,,4237,6,815,0.066667,0.192353,0.3466,380288.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,earnings,99,race,"NON-BLACK, NON-HISPANIC",computed,,4237,71,2384,0.788889,0.562662,1.4021,380288.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,earnings,99,sex,male,computed,,4237,61,2123,0.677778,0.501062,1.3527,380288.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,earnings,99,sex,female,computed,,4237,29,2114,0.322222,0.498938,0.6458,380288.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,earnings,99,race_sex,BLACK|male,computed,,4237,5,454,0.055556,0.107151,0.5185,380288.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,earnings,99,race_sex,BLACK|female,computed,,4237,8,584,0.088889,0.137833,0.6449,380288.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,earnings,99,race_sex,HISPANIC|male,computed,,4237,5,413,0.055556,0.097475,0.5699,380288.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,earnings,99,race_sex,HISPANIC|female,computed,,4237,1,402,0.011111,0.094878,0.1171,380288.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,earnings,99,race_sex,"NON-BLACK, NON-HISPANIC|male",computed,,4237,51,1256,0.566667,0.296436,1.9116,380288.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,earnings,99,race_sex,"NON-BLACK, NON-HISPANIC|female",computed,,4237,20,1128,0.222222,0.266226,0.8347,380288.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,sat_math,90,race,BLACK,computed,,2013,65,417,0.115453,0.207154,0.5573,5.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,sat_math,90,race,HISPANIC,computed,,2013,50,302,0.08881,0.150025,0.592,5.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,sat_math,90,race,"NON-BLACK, NON-HISPANIC",computed,,2013,448,1294,0.795737,0.642822,1.2379,5.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,sat_math,90,sex,male,computed,,2013,336,946,0.596803,0.469945,1.2699,5.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,sat_math,90,sex,female,computed,,2013,227,1067,0.403197,0.530055,0.7607,5.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,sat_math,90,race_sex,BLACK|male,computed,,2013,35,172,0.062167,0.085445,0.7276,5.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,sat_math,90,race_sex,BLACK|female,computed,,2013,30,245,0.053286,0.121709,0.4378,5.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,sat_math,90,race_sex,HISPANIC|male,computed,,2013,27,134,0.047957,0.066567,0.7204,5.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,sat_math,90,race_sex,HISPANIC|female,computed,,2013,23,168,0.040853,0.083458,0.4895,5.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,sat_math,90,race_sex,"NON-BLACK, NON-HISPANIC|male",computed,,2013,274,640,0.486679,0.317933,1.5308,5.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,sat_math,90,race_sex,"NON-BLACK, NON-HISPANIC|female",computed,,2013,174,654,0.309059,0.324888,0.9513,5.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,sat_math,99,race,BLACK,computed,,2013,28,417,0.166667,0.207154,0.8046,6.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,sat_math,99,race,HISPANIC,computed,,2013,15,302,0.089286,0.150025,0.5951,6.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,sat_math,99,race,"NON-BLACK, NON-HISPANIC",computed,,2013,125,1294,0.744048,0.642822,1.1575,6.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,sat_math,99,sex,male,computed,,2013,97,946,0.577381,0.469945,1.2286,6.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,sat_math,99,sex,female,computed,,2013,71,1067,0.422619,0.530055,0.7973,6.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,sat_math,99,race_sex,BLACK|male,computed,,2013,12,172,0.071429,0.085445,0.836,6.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,sat_math,99,race_sex,BLACK|female,computed,,2013,16,245,0.095238,0.121709,0.7825,6.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,sat_math,99,race_sex,HISPANIC|male,computed,,2013,8,134,0.047619,0.066567,0.7154,6.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,sat_math,99,race_sex,HISPANIC|female,computed,,2013,7,168,0.041667,0.083458,0.4993,6.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,sat_math,99,race_sex,"NON-BLACK, NON-HISPANIC|male",computed,,2013,77,640,0.458333,0.317933,1.4416,6.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,sat_math,99,race_sex,"NON-BLACK, NON-HISPANIC|female",computed,,2013,48,654,0.285714,0.324888,0.8794,6.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,sat_verbal,90,race,BLACK,computed,,1979,55,406,0.102041,0.205154,0.4974,5.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,sat_verbal,90,race,HISPANIC,computed,,1979,51,294,0.09462,0.14856,0.6369,5.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,sat_verbal,90,race,"NON-BLACK, NON-HISPANIC",computed,,1979,433,1279,0.80334,0.646286,1.243,5.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,sat_verbal,90,sex,male,computed,,1979,272,928,0.504638,0.468924,1.0762,5.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,sat_verbal,90,sex,female,computed,,1979,267,1051,0.495362,0.531076,0.9328,5.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,sat_verbal,90,race_sex,BLACK|male,computed,,1979,19,164,0.03525,0.08287,0.4254,5.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,sat_verbal,90,race_sex,BLACK|female,computed,,1979,36,242,0.06679,0.122284,0.5462,5.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,sat_verbal,90,race_sex,HISPANIC|male,computed,,1979,25,133,0.046382,0.067206,0.6902,5.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,sat_verbal,90,race_sex,HISPANIC|female,computed,,1979,26,161,0.048237,0.081354,0.5929,5.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,sat_verbal,90,race_sex,"NON-BLACK, NON-HISPANIC|male",computed,,1979,228,631,0.423006,0.318848,1.3267,5.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,sat_verbal,90,race_sex,"NON-BLACK, NON-HISPANIC|female",computed,,1979,205,648,0.380334,0.327438,1.1615,5.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,sat_verbal,99,race,BLACK,computed,,1979,18,406,0.130435,0.205154,0.6358,6.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,sat_verbal,99,race,HISPANIC,computed,,1979,9,294,0.065217,0.14856,0.439,6.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,sat_verbal,99,race,"NON-BLACK, NON-HISPANIC",computed,,1979,111,1279,0.804348,0.646286,1.2446,6.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,sat_verbal,99,sex,male,computed,,1979,62,928,0.449275,0.468924,0.9581,6.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,sat_verbal,99,sex,female,computed,,1979,76,1051,0.550725,0.531076,1.037,6.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,sat_verbal,99,race_sex,BLACK|male,computed,,1979,3,164,0.021739,0.08287,0.2623,6.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,sat_verbal,99,race_sex,BLACK|female,computed,,1979,15,242,0.108696,0.122284,0.8889,6.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,sat_verbal,99,race_sex,HISPANIC|male,computed,,1979,3,133,0.021739,0.067206,0.3235,6.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,sat_verbal,99,race_sex,HISPANIC|female,computed,,1979,6,161,0.043478,0.081354,0.5344,6.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,sat_verbal,99,race_sex,"NON-BLACK, NON-HISPANIC|male",computed,,1979,56,631,0.405797,0.318848,1.2727,6.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,sat_verbal,99,race_sex,"NON-BLACK, NON-HISPANIC|female",computed,,1979,55,648,0.398551,0.327438,1.2172,6.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,act,90,race,BLACK,computed,,1701,45,385,0.087379,0.226337,0.3861,5.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,act,90,race,HISPANIC,computed,,1701,38,154,0.073786,0.090535,0.815,5.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,act,90,race,"NON-BLACK, NON-HISPANIC",computed,,1701,432,1162,0.838835,0.683128,1.2279,5.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,act,90,sex,male,computed,,1701,246,741,0.47767,0.435626,1.0965,5.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,act,90,sex,female,computed,,1701,269,960,0.52233,0.564374,0.9255,5.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,act,90,race_sex,BLACK|male,computed,,1701,16,136,0.031068,0.079953,0.3886,5.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,act,90,race_sex,BLACK|female,computed,,1701,29,249,0.056311,0.146384,0.3847,5.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,act,90,race_sex,HISPANIC|male,computed,,1701,16,62,0.031068,0.036449,0.8524,5.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,act,90,race_sex,HISPANIC|female,computed,,1701,22,92,0.042718,0.054086,0.7898,5.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,act,90,race_sex,"NON-BLACK, NON-HISPANIC|male",computed,,1701,214,543,0.415534,0.319224,1.3017,5.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,act,90,race_sex,"NON-BLACK, NON-HISPANIC|female",computed,,1701,218,619,0.423301,0.363904,1.1632,5.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,act,99,race,BLACK,computed,,1701,7,385,0.076923,0.226337,0.3399,6.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,act,99,race,HISPANIC,computed,,1701,4,154,0.043956,0.090535,0.4855,6.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,act,99,race,"NON-BLACK, NON-HISPANIC",computed,,1701,80,1162,0.879121,0.683128,1.2869,6.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,act,99,sex,male,computed,,1701,50,741,0.549451,0.435626,1.2613,6.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,act,99,sex,female,computed,,1701,41,960,0.450549,0.564374,0.7983,6.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,act,99,race_sex,BLACK|male,computed,,1701,0,136,0.0,0.079953,0.0,6.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,act,99,race_sex,BLACK|female,computed,,1701,7,249,0.076923,0.146384,0.5255,6.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,act,99,race_sex,HISPANIC|male,computed,,1701,1,62,0.010989,0.036449,0.3015,6.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,act,99,race_sex,HISPANIC|female,computed,,1701,3,92,0.032967,0.054086,0.6095,6.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,act,99,race_sex,"NON-BLACK, NON-HISPANIC|male",computed,,1701,49,543,0.538462,0.319224,1.6868,6.0,data/processed/nlsy97_cfa_resid.csv
nlsy97,act,99,race_sex,"NON-BLACK, NON-HISPANIC|female",computed,,1701,31,619,0.340659,0.363904,0.9361,6.0,data/processed/nlsy97_cfa_resid.csv
cnlsy,g_proxy,90,race,BLACK,computed,,183,1,43,0.052632,0.234973,0.224,1.0622473641084162,data/processed/cnlsy_cfa_resid.csv
cnlsy,g_proxy,90,race,HISPANIC,computed,,183,2,31,0.105263,0.169399,0.6214,1.0622473641084162,data/processed/cnlsy_cfa_resid.csv
cnlsy,g_proxy,90,race,"NON-BLACK, NON-HISPANIC",computed,,183,16,109,0.842105,0.595628,1.4138,1.0622473641084162,data/processed/cnlsy_cfa_resid.csv
cnlsy,g_proxy,90,sex,male,computed,,183,13,88,0.684211,0.480874,1.4228,1.0622473641084162,data/processed/cnlsy_cfa_resid.csv
cnlsy,g_proxy,90,sex,female,computed,,183,6,95,0.315789,0.519126,0.6083,1.0622473641084162,data/processed/cnlsy_cfa_resid.csv
cnlsy,g_proxy,90,race_sex,BLACK|male,computed,,183,1,20,0.052632,0.10929,0.4816,1.0622473641084162,data/processed/cnlsy_cfa_resid.csv
cnlsy,g_proxy,90,race_sex,BLACK|female,computed,,183,0,23,0.0,0.125683,0.0,1.0622473641084162,data/processed/cnlsy_cfa_resid.csv
cnlsy,g_proxy,90,race_sex,HISPANIC|male,computed,,183,1,11,0.052632,0.060109,0.8756,1.0622473641084162,data/processed/cnlsy_cfa_resid.csv
cnlsy,g_proxy,90,race_sex,HISPANIC|female,computed,,183,1,20,0.052632,0.10929,0.4816,1.0622473641084162,data/processed/cnlsy_cfa_resid.csv
cnlsy,g_proxy,90,race_sex,"NON-BLACK, NON-HISPANIC|male",computed,,183,11,57,0.578947,0.311475,1.8587,1.0622473641084162,data/processed/cnlsy_cfa_resid.csv
cnlsy,g_proxy,90,race_sex,"NON-BLACK, NON-HISPANIC|female",computed,,183,5,52,0.263158,0.284153,0.9261,1.0622473641084162,data/processed/cnlsy_cfa_resid.csv
cnlsy,education_years,90,race,BLACK,computed,,538,6,128,0.084507,0.237918,0.3552,8.0,data/processed/cnlsy_cfa_resid.csv
cnlsy,education_years,90,race,HISPANIC,computed,,538,10,118,0.140845,0.219331,0.6422,8.0,data/processed/cnlsy_cfa_resid.csv
cnlsy,education_years,90,race,"NON-BLACK, NON-HISPANIC",computed,,538,55,292,0.774648,0.542751,1.4273,8.0,data/processed/cnlsy_cfa_resid.csv
cnlsy,education_years,90,sex,male,computed,,538,26,270,0.366197,0.501859,0.7297,8.0,data/processed/cnlsy_cfa_resid.csv
cnlsy,education_years,90,sex,female,computed,,538,45,268,0.633803,0.498141,1.2723,8.0,data/processed/cnlsy_cfa_resid.csv
cnlsy,education_years,90,race_sex,BLACK|male,computed,,538,2,64,0.028169,0.118959,0.2368,8.0,data/processed/cnlsy_cfa_resid.csv
cnlsy,education_years,90,race_sex,BLACK|female,computed,,538,4,64,0.056338,0.118959,0.4736,8.0,data/processed/cnlsy_cfa_resid.csv
cnlsy,education_years,90,race_sex,HISPANIC|male,computed,,538,3,55,0.042254,0.10223,0.4133,8.0,data/processed/cnlsy_cfa_resid.csv
cnlsy,education_years,90,race_sex,HISPANIC|female,computed,,538,7,63,0.098592,0.1171,0.8419,8.0,data/processed/cnlsy_cfa_resid.csv
cnlsy,education_years,90,race_sex,"NON-BLACK, NON-HISPANIC|male",computed,,538,21,151,0.295775,0.280669,1.0538,8.0,data/processed/cnlsy_cfa_resid.csv
cnlsy,education_years,90,race_sex,"NON-BLACK, NON-HISPANIC|female",computed,,538,34,141,0.478873,0.262082,1.8272,8.0,data/processed/cnlsy_cfa_resid.csv
cnlsy,education_years,99,race,BLACK,computed,,538,6,128,0.084507,0.237918,0.3552,8.0,data/processed/cnlsy_cfa_resid.csv
cnlsy,education_years,99,race,HISPANIC,computed,,538,10,118,0.140845,0.219331,0.6422,8.0,data/processed/cnlsy_cfa_resid.csv
cnlsy,education_years,99,race,"NON-BLACK, NON-HISPANIC",computed,,538,55,292,0.774648,0.542751,1.4273,8.0,data/processed/cnlsy_cfa_resid.csv
cnlsy,education_years,99,sex,male,computed,,538,26,270,0.366197,0.501859,0.7297,8.0,data/processed/cnlsy_cfa_resid.csv
cnlsy,education_years,99,sex,female,computed,,538,45,268,0.633803,0.498141,1.2723,8.0,data/processed/cnlsy_cfa_resid.csv
cnlsy,education_years,99,race_sex,BLACK|male,computed,,538,2,64,0.028169,0.118959,0.2368,8.0,data/processed/cnlsy_cfa_resid.csv
cnlsy,education_years,99,race_sex,BLACK|female,computed,,538,4,64,0.056338,0.118959,0.4736,8.0,data/processed/cnlsy_cfa_resid.csv
cnlsy,education_years,99,race_sex,HISPANIC|male,computed,,538,3,55,0.042254,0.10223,0.4133,8.0,data/processed/cnlsy_cfa_resid.csv
cnlsy,education_years,99,race_sex,HISPANIC|female,computed,,538,7,63,0.098592,0.1171,0.8419,8.0,data/processed/cnlsy_cfa_resid.csv
cnlsy,education_years,99,race_sex,"NON-BLACK, NON-HISPANIC|male",computed,,538,21,151,0.295775,0.280669,1.0538,8.0,data/processed/cnlsy_cfa_resid.csv
cnlsy,education_years,99,race_sex,"NON-BLACK, NON-HISPANIC|female",computed,,538,34,141,0.478873,0.262082,1.8272,8.0,data/processed/cnlsy_cfa_resid.csv
